感情停滯中，可當中場休息,獅子,http://www.go4134.com/26143242312133823458/1029-114,"
		10/28/2018
	",【唐綺陽10/29-11/04星座運勢週報】,唐綺陽
可能爆發衝突，過關後感情更好,金牛,http://www.go4134.com/26143242312133823458/1029-114,"
		10/28/2018
	",【唐綺陽10/29-11/04星座運勢週報】,唐綺陽
專心拚進度,天蠍,http://www.go4134.com/26143242312133823458/1029-114,"
		10/28/2018
	",【唐綺陽10/29-11/04星座運勢週報】,唐綺陽
默默做好本分，別淌渾水,處女,http://www.go4134.com/26143242312133823458/1029-114,"
		10/28/2018
	",【唐綺陽10/29-11/04星座運勢週報】,唐綺陽
貴人是女性工作狂,雙子,http://www.go4134.com/26143242312133823458/1029-114,"
		10/28/2018
	",【唐綺陽10/29-11/04星座運勢週報】,唐綺陽
務實地拉住 腳不著地的人,白羊,http://www.go4134.com/26143242312133823458/1029-114,"
		10/28/2018
	",【唐綺陽10/29-11/04星座運勢週報】,唐綺陽
找人訴苦 能放鬆焦慮,處女,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
當心精神衰弱,巨蟹,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
得面對理財的判斷與執行,雙子,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
遇到殺價須衡量 別折磨自己,白羊,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
想抓住曖昧 要多主動,水瓶,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
當心複雜場合的爛桃花,射手,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
受到抱怨 請記得反省,天秤,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
感情上勿濫情或遷就,金牛,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
貴人是積極型女性,雙魚,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
遭遇變數 可緩衝一下,魔羯,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
得好評要平常心 別得意忘形,天蠍,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
欲速則不達 別太著急,獅子,http://www.go4134.com/26143242312133823458/1105-1111,"
		11/4/2018
	",11/05-11/11｜星座運勢週報｜唐綺陽,唐綺陽
注意保養 避免老毛病復發,水瓶,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
別太急 避免意外傷筋動骨,雙子,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
團隊支持 勝過單打獨鬥,雙魚,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
理財方式 頗受好評,金牛,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
應該為感情加點刺激,魔羯,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
對桃花多點觀察 以策安全,天秤,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
桃花從新朋友裡來,處女,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
問題吵開，危機即轉機,白羊,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
運勢上升，期待好機會上門,射手,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
應重新做長遠的考慮,天蠍,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
先客觀觀察，別急著投入?,獅子,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
有好機會出現，要好好把握,巨蟹,http://www.go4134.com/26143242312133823458/1112-11188964419,"
		11/11/2018
	",11/12-11/18｜星座運勢週報｜唐綺陽<U+200B>,唐綺陽
別輕忽各個小毛病,天蠍,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
當心刀火燙傷,白羊,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
當心別人跟你借錢或調頭寸,射手,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
因應工作變化，調整理財規劃,雙子,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
散發魅力 要拿捏分寸,雙魚,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
遇到麻煩 請以柔克剛,水瓶,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
桃花多到能翻牌子,魔羯,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
能更進一步，有機會遇到真愛,金牛,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
有員工方面的煩惱,天秤,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
有躍升的好機會,處女,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
工作忙碌須加班 要照顧身體,獅子,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
做好安排，照表操課,巨蟹,http://www.go4134.com/26143242312133823458/1119-11258306636,"
		11/18/2018
	",11/19-11/25｜星座運勢週報｜唐綺陽,唐綺陽
應加強保護舊傷 避免惡化,天秤,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
動起來吧,獅子,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
調頭寸能成功,處女,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
合理的花費 值得就好,白羊,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
應以柔克剛 注意力道,雙魚,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
當心情緒起伏 影響感情,射手,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
好好思考戀愛的角度,天蠍,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
感情卡關 需做點改變,金牛,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
應按部就班，別想著玩,水瓶,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
有機會得到長官提拔,魔羯,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
有海外機會，可大膽嘗試改變,巨蟹,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
需要多方徵詢，避免鑽牛角尖,雙子,http://www.go4134.com/26143242312133823458/1126-1202,"
		11/25/2018
	",11/26-12/02｜星座運勢週報｜唐綺陽,唐綺陽
應解決睡眠問題,天秤,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
當心過勞 要多愛自己,雙子,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
當心理財失誤,水瓶,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
機會多多 適合爭取業績,魔羯,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
可以當公主 或遇到公主,射手,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
盡情享受長輩般的照顧,處女,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
當心太敏感而受挫,巨蟹,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
暫時離遠一點比較好,白羊,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
停頓或休息，讓視野更寬闊,雙魚,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
某些事該結束或放下,天蠍,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
可能遇到女性奧客,獅子,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
親力親為更完善,金牛,http://www.go4134.com/26143242312133823458/1203-12094114514,"
		12/2/2018
	",12/03-12/09｜星座運勢週報｜唐綺陽,唐綺陽
放鬆一下 避免腦神經衰弱,射手,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
交通再三檢查 避免耽誤,白羊,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
正財佳 多勞多得,雙魚,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
仔細理財 看緊荷包,水瓶,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
舊情人會帶來隱性影響,魔羯,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
主動一點 度過愉快時光,天蠍,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
雙方的磨合期,巨蟹,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
感情面臨關鍵抉擇,雙子,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
抓住機會能一飛沖天,天秤,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
要積極參與周遭團體,處女,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
繃緊神經應付狀況,獅子,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
忙碌而有效率，意味運勢起飛,金牛,http://www.go4134.com/26143242312133823458/1210-1216,"
		12/9/2018
	",【唐綺陽12 / 10-12 / 16星座運勢週報】,唐綺陽
當心姿勢不良、機械操作而受傷,魔羯,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
當心車關、肢體受傷,雙子,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
能更上一層，提升正財,水瓶,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
有賺有花，購物愉快,天蠍,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
桃花旺，卻沒一朵喜歡,射手,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
應多花時間相處,處女,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
別想太多，以免一波三折,獅子,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
兩情相悅、甜到不要不要的,金牛,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
專業超常發揮，工作應更仔細,雙魚,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
專業人士圍繞，好順利！,天秤,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
有默契的夥伴，讓工作更順利,巨蟹,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
想法很多，說話需三思,白羊,http://www.go4134.com/26143242312133823458/1217-12236293250,"
		12/16/2018
	",12/17-12/23｜星座運勢週報｜唐綺陽,唐綺陽
避免急匆匆 而受傷或搞砸,魔羯,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
當心生理時鐘混亂 影響體力,天蠍,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
要聽取貴人的指點,射手,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
投資理財是關鍵,處女,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
當心因誤會產生的桃花,水瓶,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
請注意對方的蛛絲馬跡,獅子,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
能一見鍾情，或把桃花圈粉,雙子,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
關係更拉近，可接受介紹來的桃花,白羊,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
積極爭取，才能掌控局勢,雙魚,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
可以提出劃時代的點子,天秤,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
分身乏術、分秒必爭,巨蟹,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
有海外、躍升的機會,金牛,http://www.go4134.com/26143242312133823458/1224-12306383377,"
		12/22/2018
	",12/24-12/30｜星座運勢週報,唐綺陽
